iter	Logloss
534	0.1897644601
535	0.1896083105
536	0.1895427699
537	0.1894513521
538	0.1893670809
539	0.1892812267
540	0.1891624691
541	0.1890688964
542	0.1889148975
543	0.1887940667
544	0.1886983052
545	0.1885860921
546	0.1884700338
547	0.1884016236
548	0.1883088621
549	0.1881520205
550	0.1880421868
551	0.1879662553
552	0.1878560966
553	0.1877668739
554	0.1876298272
555	0.1874377893
556	0.1873161193
557	0.1872451289
558	0.1871660816
559	0.1870996375
560	0.1868398686
561	0.1867331017
562	0.1865754186
563	0.1864772709
564	0.186290806
565	0.1862014412
566	0.1861081091
567	0.1860289123
568	0.1859638496
569	0.1857908959
570	0.1856994601
571	0.1854316456
572	0.1852688457
573	0.1851626393
574	0.1850423443
575	0.184976573
576	0.1848205919
577	0.184757332
578	0.184586946
579	0.1844751633
580	0.1843942823
581	0.1843286515
582	0.1842147002
583	0.1839627932
584	0.1838343699
585	0.1837472842
586	0.1836229848
587	0.1835236297
588	0.1834648358
589	0.1832951084
590	0.1832541371
591	0.1831921927
592	0.1830868982
593	0.1829663636
594	0.1828262086
595	0.182710135
596	0.1826390105
597	0.1825623379
598	0.1824435013
599	0.1823652182
600	0.1822488428
601	0.1821415814
602	0.1820630292
603	0.1819140655
604	0.1818312102
605	0.1817248756
606	0.1816369571
607	0.1814960734
608	0.1813771568
609	0.1813121353
610	0.1812437723
611	0.1811584807
612	0.1810604655
613	0.1809145173
614	0.1808135562
615	0.1805856815
616	0.1804565853
617	0.1802957632
618	0.1802529902
619	0.1801802199
620	0.1800475486
621	0.1798901705
622	0.1797302543
623	0.1795076504
624	0.1794045583
625	0.179321322
626	0.1792063129
627	0.179147982
628	0.1790734057
629	0.1789337846
630	0.1788086669
631	0.1787554974
632	0.1786240902
633	0.1784752842
634	0.1783554149
635	0.1782576352
636	0.1781786561
637	0.1781204064
638	0.1780321647
639	0.1779519725
640	0.1778236504
641	0.177673043
642	0.1776323232
643	0.1775408828
644	0.1774159101
645	0.1773397429
646	0.1772160143
647	0.1771348447
648	0.1770297975
649	0.1769513919
650	0.1768665635
651	0.1767492821
652	0.1766550114
653	0.1765921276
654	0.1765007284
655	0.1762701616
656	0.1761799795
657	0.1761368289
658	0.176042279
659	0.1759280029
660	0.1758677115
661	0.1757844306
662	0.1756484154
663	0.1755165935
664	0.1754316683
665	0.1752753095
666	0.1750989981
667	0.1750328115
668	0.1749851863
669	0.1748544876
670	0.174730575
671	0.1746445902
672	0.1745129264
673	0.1744382979
674	0.1743340168
675	0.1742436997
676	0.1741330601
677	0.1740331929
678	0.1739245212
679	0.1738291051
680	0.1736626512
681	0.1735917157
682	0.1735352189
683	0.1734194875
684	0.1733545958
685	0.1733006831
686	0.1732195847
687	0.1731354889
688	0.1730714514
689	0.1729830579
690	0.1729435007
691	0.1728371101
692	0.1727215058
693	0.1726029343
694	0.1724943619
695	0.1724430592
696	0.1723640184
697	0.1722840025
698	0.1722041525
699	0.1721396065
700	0.1720527626
701	0.1720097945
702	0.1719242625
703	0.1718537672
704	0.1717692041
705	0.1716892158
706	0.1716159739
707	0.1715073811
708	0.1714535543
709	0.1713941376
710	0.1713400702
711	0.1712756569
712	0.1711919912
713	0.171093668
714	0.1709759154
715	0.1708810102
716	0.170835257
717	0.1707352209
718	0.170661247
719	0.1705749874
720	0.1704401228
721	0.170373267
722	0.1702602045
723	0.1701326141
724	0.1700264089
725	0.1699581933
726	0.1698559899
727	0.1697127198
728	0.1695763164
729	0.1694769229
730	0.1693417703
731	0.1691106516
732	0.1689929263
733	0.1688648695
734	0.1687386689
735	0.1686410067
736	0.1685509053
737	0.1684003268
738	0.1683159771
739	0.1681991013
740	0.1680904692
741	0.1679976012
742	0.1679162208
743	0.167844977
744	0.1677541911
745	0.1677276566
746	0.1676242843
747	0.1675308329
748	0.1674428484
749	0.1672462042
750	0.1672081085
751	0.167165197
752	0.167073651
753	0.1670238008
754	0.1669552665
755	0.1668714208
756	0.1668164837
757	0.1667495807
758	0.1666313557
759	0.1665231351
760	0.1663944151
761	0.1662699912
762	0.1661493796
763	0.1660563182
764	0.1659608081
765	0.165884409
766	0.1658229043
767	0.1657380021
768	0.1656977084
769	0.165634834
770	0.1655597115
771	0.1654478384
772	0.1654007831
773	0.1653439053
774	0.165272399
775	0.1651557085
776	0.1650501556
777	0.165005472
778	0.1649137395
779	0.1648233273
780	0.164743609
781	0.164690171
782	0.1645928662
783	0.1644986989
784	0.1644618502
785	0.1643745644
786	0.1642686871
787	0.1641561223
788	0.1641101959
789	0.1640667343
790	0.1640050437
791	0.163943794
792	0.1638282121
793	0.1637839268
794	0.1637114558
795	0.1636691977
796	0.1635989794
797	0.1635376651
798	0.1634504031
799	0.1633200081
800	0.1632283066
801	0.163146
802	0.1630772924
803	0.1630128582
804	0.1629133646
805	0.1627557165
806	0.1626735023
807	0.1626377161
808	0.16255337
809	0.162464181
810	0.1624168257
811	0.1623337511
812	0.1622654724
813	0.1622105679
814	0.1621444141
815	0.162070013
816	0.1620011945
817	0.1619182109
818	0.1618555685
819	0.1617682856
820	0.1616619385
821	0.1616028292
822	0.1614964227
823	0.1614152016
824	0.1613430377
825	0.1612388372
826	0.1611170981
827	0.1610744389
828	0.1609968189
829	0.1608801155
830	0.1608043998
831	0.1605664315
832	0.1604623825
833	0.160355292
834	0.1603234819
835	0.1602834476
836	0.1602034203
837	0.1601726838
838	0.1600441987
839	0.1599863992
840	0.1599300627
841	0.1598032702
842	0.1597115742
843	0.1596057684
844	0.1595042424
845	0.1594735105
846	0.1593525495
847	0.1592753259
848	0.1592217395
849	0.1591666493
850	0.159092494
851	0.1590116884
852	0.1589313982
853	0.1588363577
854	0.1587388912
855	0.1586524896
856	0.1585818738
857	0.1585031119
858	0.1583915222
859	0.1582755573
860	0.1581913478
861	0.1581395719
862	0.1580271384
863	0.157887898
864	0.1578353879
865	0.1577705414
866	0.1576665556
867	0.1575600097
868	0.1575029605
869	0.1573926998
870	0.1573243787
871	0.1572422207
872	0.1571511842
873	0.1570731291
874	0.1569927912
875	0.1569381117
876	0.1568805133
877	0.1568312912
878	0.1567754764
879	0.1567339235
880	0.1566319527
881	0.1565529304
882	0.1565122845
883	0.1564312388
884	0.1563862586
885	0.156341334
886	0.1562652871
887	0.1561761238
888	0.1560610473
889	0.1560023377
890	0.1559058965
891	0.1557729163
892	0.1557239091
893	0.1555964394
894	0.1555159999
895	0.1554602276
896	0.1553833057
897	0.1552868054
898	0.1552077084
899	0.1551191309
900	0.1550846273
901	0.1550147134
902	0.154962056
903	0.1548874222
904	0.1548070152
905	0.154734442
906	0.1546541605
907	0.1545726695
908	0.1544822277
909	0.1544059692
910	0.1543549209
911	0.154269907
912	0.1541986044
913	0.1541540191
914	0.1540034441
915	0.1539741211
916	0.1538965967
917	0.153820919
918	0.1537148532
919	0.1536206081
920	0.1535383365
921	0.1534622893
922	0.153396378
923	0.1532907456
924	0.1532440745
925	0.1531297218
926	0.1530641976
927	0.1530173839
928	0.1529293914
929	0.1528036214
930	0.1526965436
931	0.1526221051
932	0.1525618229
933	0.1525292327
934	0.1524418946
935	0.1523341921
936	0.1522214246
937	0.1521410811
938	0.1520799458
939	0.1519958101
940	0.1518554483
941	0.1517723893
942	0.1517005452
943	0.1515960874
944	0.1515559672
945	0.1514573938
946	0.1513087266
947	0.1512692156
948	0.1512258762
949	0.1511730531
950	0.1511415927
951	0.1510524633
952	0.150978559
953	0.1508679585
954	0.1507670977
955	0.1507148304
956	0.1506617889
957	0.1506304768
958	0.150570568
959	0.1504849931
960	0.150396113
961	0.1503394667
962	0.1502576147
963	0.1502019195
964	0.1501246596
965	0.1500599871
966	0.1499649367
967	0.1499281436
968	0.1497961307
969	0.1497034977
970	0.1496503729
971	0.1495539835
972	0.1494582547
973	0.1493759223
974	0.1493144767
975	0.1492689143
976	0.1491786185
977	0.1491061665
978	0.1490261898
979	0.1489774594
980	0.1489408657
981	0.1488435335
982	0.1487995352
983	0.1487560782
984	0.1486772266
985	0.1486355194
986	0.1485865376
987	0.1485286932
988	0.1484780942
989	0.1483908387
990	0.1483508787
991	0.148316824
992	0.148248539
993	0.148156648
994	0.1480545205
995	0.1479877483
996	0.1478747833
997	0.1477536903
998	0.1476856411
999	0.1476175309
